,segment_id,start,end,sadness,joy,love,anger,fear,surprise
0,0,9,49,0.0009703164687380195,0.9939216375350952,0.0004179046081844717,0.0031524798832833767,0.0008835438638925552,0.0006541043985635042
1,3,102,135,0.0019660801626741886,0.9914813041687012,0.0005992774968035519,0.004209056030958891,0.0012277663918212056,0.0005165666807442904
2,5,162,228,0.009772278368473053,0.9828909039497375,0.0016630393220111728,0.003847635816782713,0.001319263712503016,0.0005070512997917831
3,11,1091,1123,0.01458737999200821,0.5290149450302124,0.0030880984850227833,0.4268477261066437,0.022893918678164482,0.003567851847037673
4,16,1505,1517,0.016339357942342758,0.8834510445594788,0.001892637461423874,0.08685994893312454,0.009814567863941193,0.001642407849431038
5,22,1913,1924,0.0004585171118378639,0.9983343482017517,0.0005575277609750628,0.0003250922018196434,0.00016349392535630614,0.00016089533164631575
6,24,2243,2259,0.00018227504915557802,0.9990041851997375,0.00033461119164712727,0.00011415634799050167,0.0001419348263880238,0.00022275757510215044
7,30,2551,2564,0.029941726475954056,0.8000544905662537,0.003169263945892453,0.07449649274349213,0.09001588821411133,0.002322120824828744
8,36,2838,2851,0.008588415570557117,0.9758828282356262,0.0010793841211125255,0.011743143200874329,0.002171226544305682,0.0005349821876734495
9,39,2885,2898,0.0005917051457799971,0.9979761242866516,0.0007985010743141174,0.0003361911221873015,0.00016159772349055856,0.00013583504187408835
10,40,2931,2946,0.002140594646334648,0.9875413775444031,0.0008952353382483125,0.006639441475272179,0.0018782205879688263,0.0009051503147929907
11,43,3055,3067,0.010072508826851845,0.7649319767951965,0.0021784554701298475,0.16327153146266937,0.054417431354522705,0.005128154065459967
12,46,3231,3250,0.01755414344370365,0.05667499080300331,0.007980632595717907,0.3131107985973358,0.6019549369812012,0.0027244999073445797
13,48,3274,3285,0.11096163094043732,0.20327669382095337,0.020045205950737,0.47305965423583984,0.17409680783748627,0.01855994202196598
14,49,3386,3397,0.05476895347237587,0.4475066661834717,0.005354921333491802,0.4448273777961731,0.04372970387339592,0.0038124369457364082
15,50,3432,3459,0.03854449838399887,0.789918839931488,0.0547914057970047,0.04355832189321518,0.06640850752592087,0.006778405979275703
16,52,3508,3586,0.0005371802253648639,0.997814416885376,0.0004219127295073122,0.00065929617267102,0.0003720776876434684,0.00019508755940478295
17,57,3668,3707,0.01957966759800911,0.5057448744773865,0.0022546248510479927,0.04408253729343414,0.41958147287368774,0.008756807073950768
18,59,3731,3835,0.0004023663350380957,0.9985219836235046,0.00033992278622463346,0.0002897690574172884,0.00019567324488889426,0.00025026965886354446
19,64,3867,3889,0.05853094160556793,0.8288764953613281,0.003403667127713561,0.10285840928554535,0.004823491908609867,0.0015069523360580206
20,66,3995,4009,0.0003824774466920644,0.9987174272537231,0.000390079861972481,0.0002065090520773083,0.00013846418005414307,0.00016500694619026035
21,72,4259,4272,0.017162280157208443,0.5040110945701599,0.005191434174776077,0.2848772704601288,0.18133673071861267,0.007421168033033609
22,82,4988,5005,0.027714772149920464,0.206703782081604,0.006831601727753878,0.5874053835868835,0.1619877815246582,0.009356671944260597
23,83,5097,5115,0.0221700556576252,0.8435068130493164,0.020128289237618446,0.06612442433834076,0.03710112348198891,0.010969270952045918
24,85,5287,5338,0.9983653426170349,0.0004200523253530264,0.00017671106616035104,0.0007577274227514863,0.00016336434055119753,0.00011675478890538216
25,87,5365,5381,0.8875993490219116,0.020656369626522064,0.001709661679342389,0.08537297695875168,0.003621175419539213,0.0010404838249087334
26,91,5661,5672,0.0007861442281864583,0.00032087654108181596,0.00039021074189804494,0.9978151321411133,0.0005082786665298045,0.00017934002971742302
27,94,6574,6648,0.006067372392863035,0.507549524307251,0.0017853588797152042,0.006201079115271568,0.018398286774754524,0.45999839901924133
28,97,6685,6721,0.9848870635032654,0.003948787692934275,0.0005212051910348237,0.009878736920654774,0.0005513522773981094,0.00021298241335898638
29,98,6741,6774,0.9929684996604919,0.004629037342965603,0.0003083940246142447,0.0012822672724723816,0.0005530727794393897,0.000258785265032202
30,101,6875,6887,0.013509233482182026,0.7448322176933289,0.003742464818060398,0.19972385466098785,0.034980449825525284,0.0032117897644639015
31,105,7572,7633,0.9977971315383911,0.0008718928438611329,0.00021458911942318082,0.0003761857806239277,0.0005668165977112949,0.00017338852921966463
32,108,7845,7856,0.02703431434929371,0.6129865050315857,0.0054392386227846146,0.17923381924629211,0.16851304471492767,0.006793079432100058
33,111,8104,8139,0.00045515820966102183,0.9973581433296204,0.0005230414099059999,0.0005502434796653688,0.00041333347326144576,0.0007001684862188995
34,116,8428,8441,0.010197910480201244,0.017786217853426933,0.0011131715727970004,0.9332612752914429,0.03630657121539116,0.001334848115220666
35,121,8759,8778,0.021809592843055725,0.7533002495765686,0.0028899856843054295,0.19182218611240387,0.0272260420024395,0.002951991045847535
36,125,9242,9278,0.0074628787115216255,0.03291274234652519,0.0013560571242123842,0.26247522234916687,0.691470742225647,0.004322267137467861
37,127,9308,9357,0.9366385340690613,0.049008164554834366,0.0012838250258937478,0.0052759647369384766,0.00717685604467988,0.0006166581297293305
38,129,9401,9414,0.0011727698147296906,0.013698657974600792,0.9818882346153259,0.002013603923842311,0.0003051522944588214,0.0009215926402248442
