,segment_id,start,end,sadness,joy,love,anger,fear,surprise
0,0,806,823,0.008321646600961685,0.04817003384232521,0.0013122404925525188,0.9318575859069824,0.009473909623920918,0.0008647161303088069
1,1,1072,1087,0.00780510762706399,0.773160994052887,0.0038826712407171726,0.19033265113830566,0.021894309669733047,0.0029242539312690496
2,2,1179,1191,0.00978032499551773,0.9024419188499451,0.0017223493196070194,0.07268587499856949,0.011219749227166176,0.002149751642718911
3,3,1205,1216,0.0003808286564890295,0.9985346794128418,0.000318447157042101,0.00027602227055467665,0.00021943231695331633,0.0002706298546399921
4,4,1222,1244,0.0036137327551841736,0.9815329909324646,0.0009292408358305693,0.009711330756545067,0.0034475771244615316,0.0007651198538951576
5,5,1500,1511,0.021915223449468613,0.8339348435401917,0.003425344591960311,0.12442320585250854,0.01298156101256609,0.0033197475131601095
6,6,1512,1532,0.0034346100874245167,0.9653003811836243,0.0008700064499862492,0.013874981552362442,0.01385712344199419,0.002662853104993701
7,7,1541,1561,0.0007299607968889177,0.9966261386871338,0.000602574204094708,0.001057581976056099,0.0006294691120274365,0.00035425263922661543
8,8,1567,1584,0.03507116064429283,0.8694671988487244,0.0022471481934189796,0.07418173551559448,0.01721983775496483,0.0018129902891814709
9,9,1586,1604,0.013676514849066734,0.8395613431930542,0.0031443219631910324,0.13707490265369415,0.005230667535215616,0.0013123044045642018
10,10,1629,1644,0.0011677590664476156,0.6992083191871643,0.29037824273109436,0.003008757485076785,0.0007710495847277343,0.0054658143781125546
11,11,1755,1768,0.0009873539675027132,0.9938697814941406,0.0006650335271842778,0.0026936298236250877,0.0010988840367645025,0.0006852229125797749
12,12,1786,1797,0.0008026257273741066,0.9966930150985718,0.0005156388506293297,0.0012002198491245508,0.0004964059917256236,0.00029206229373812675
13,13,2070,2090,0.028014522045850754,0.053116340190172195,0.007506396155804396,0.6671105027198792,0.22977551817893982,0.014476717449724674
14,14,2271,2282,0.00070010224590078,0.9974616765975952,0.00042270580888725817,0.0007833150448277593,0.0003043817123398185,0.00032772633130662143
15,15,2302,2316,0.014159788377583027,0.027113692834973335,0.001416967366822064,0.9477244019508362,0.009044119156897068,0.000541047309525311
16,16,2552,2566,0.012358141131699085,0.8533011078834534,0.004501450806856155,0.07860615849494934,0.047562722116708755,0.0036704151425510645
17,17,2593,2626,0.07672800868749619,0.3843342363834381,0.009655358269810677,0.4671556353569031,0.05716472864151001,0.0049619730561971664
18,19,2669,2724,0.0815667062997818,0.3209400475025177,0.006687005050480366,0.5056872367858887,0.08122552186250687,0.0038934601470828056
19,20,2727,2738,0.06629186123609543,0.08574686199426651,0.00852584931999445,0.6449894309043884,0.1901523619890213,0.0042936308309435844
20,21,3139,3160,0.03231874480843544,0.08705054968595505,0.001673045800998807,0.8635401129722595,0.014038804918527603,0.001378784654662013
21,22,4085,4097,0.0039050488267093897,0.010246827267110348,0.0011367039987817407,0.6778872609138489,0.3004240393638611,0.0064000943675637245
22,24,4135,4147,0.005004880018532276,0.9722517132759094,0.0012687669368460774,0.013192000798881054,0.007146268151700497,0.0011363993398845196
23,25,4218,4236,0.07677354663610458,0.597974419593811,0.0074408468790352345,0.21518653631210327,0.0973750650882721,0.005249483045190573
24,26,4278,4296,0.007896292954683304,0.8990496397018433,0.002099924720823765,0.0243588425219059,0.06081078574061394,0.005784403067082167
25,27,4701,4711,0.000731940264813602,0.9975295662879944,0.0003283211262896657,0.0006054082768969238,0.0003203841915819794,0.0004844831710215658
26,28,5312,5324,0.008837202563881874,0.9609885215759277,0.0015971545362845063,0.01998288743197918,0.006516399793326855,0.002077720360830426
27,29,5583,5600,0.00030313729075714946,0.9987651109695435,0.0002793174935504794,0.00022836963762529194,0.0001827049272833392,0.00024129130179062486
28,30,5728,5740,0.003619680879637599,0.9804739952087402,0.002538875211030245,0.00990363024175167,0.002682420192286372,0.0007813531556166708
29,31,6206,6217,0.06333475559949875,0.5373935103416443,0.00407439423725009,0.3326127827167511,0.05550364777445793,0.007080907002091408
30,32,6463,6474,0.0003753844939637929,0.9984211921691895,0.00028547344845719635,0.00025923215434886515,0.00019253880600444973,0.0004660623671952635
31,34,6956,6972,0.019667677581310272,0.7438743114471436,0.005579766817390919,0.1899031549692154,0.02545849233865738,0.015516606159508228
32,36,7230,7240,0.001941175083629787,0.9912988543510437,0.0006001580040901899,0.004164224490523338,0.0012803652789443731,0.0007150083547458053
33,37,7255,7268,0.037069790065288544,0.3139575123786926,0.0031025053467601538,0.5450099110603333,0.09828688949346542,0.0025734035298228264
34,38,7269,7289,0.0045763589441776276,0.9710032939910889,0.0011768124531954527,0.01676672138273716,0.005274622701108456,0.0012021064758300781
35,39,7292,7310,0.006479967385530472,0.9692021012306213,0.0017927102744579315,0.016998907551169395,0.004646483343094587,0.0008799611823633313
36,40,7493,7503,0.022164063528180122,0.5082630515098572,0.005134204868227243,0.4353335201740265,0.026389997452497482,0.0027152015827596188
37,41,7521,7533,0.08206309378147125,0.1505625993013382,0.003480253042653203,0.7478694915771484,0.014569471590220928,0.0014551994390785694
38,42,7538,7558,0.00926041416823864,0.7773000597953796,0.007240804377943277,0.19368548691272736,0.010639280080795288,0.0018739718943834305
39,43,7597,7609,0.010991274379193783,0.6943410038948059,0.005675445310771465,0.2701343595981598,0.01533467136323452,0.0035232817754149437
40,44,7715,7727,0.001095699379220605,0.9791144132614136,0.015918761491775513,0.0030394948553293943,0.0003350993792992085,0.0004965718253515661
41,45,7914,7933,0.000821267778519541,0.9928953051567078,0.0046150581911206245,0.0008931447518989444,0.00024959241272881627,0.0005254957359284163
42,46,8092,8102,0.0032298180740326643,0.9910644292831421,0.0005470914766192436,0.0033073178492486477,0.001521540922112763,0.00032970355823636055
43,47,8140,8151,0.00254832929931581,0.99479079246521,0.0006197840557433665,0.0013662485871464014,0.0003742211265489459,0.0003005778999067843
