,segment_id,start,end,anger,disgust,fear,joy,neutral,sadness,surprise
0,0,411,422,0.016363896429538727,0.00651140371337533,0.003220357932150364,0.10360046476125717,0.7774835228919983,0.010961865074932575,0.08185852319002151
1,1,1281,1296,0.012036952190101147,0.020448654890060425,0.0028681193944066763,0.0037711921613663435,0.943536102771759,0.003605968551710248,0.013733063824474812
2,2,1390,1407,0.07718271762132645,0.17394809424877167,0.03298834711313248,0.006684619002044201,0.6810139417648315,0.015582788735628128,0.012599494308233261
3,3,1820,1836,0.011392989195883274,0.01645047962665558,0.004406782798469067,0.0034476257860660553,0.9084016680717468,0.006704623345285654,0.049195803701877594
4,4,1964,1974,0.07730408757925034,0.6097696423530579,0.02733146958053112,0.002408769680187106,0.17586682736873627,0.021817173808813095,0.08550214022397995
5,5,2972,2989,0.04479498788714409,0.15070827305316925,0.02420816756784916,0.028128735721111298,0.6174601316452026,0.06575115770101547,0.06894856691360474
6,6,3100,3112,0.031196119263768196,0.043655335903167725,0.0036685606464743614,0.030986320227384567,0.8639970421791077,0.007405443582683802,0.019091099500656128
7,11,5195,5214,0.016704222187399864,0.009711825288832188,0.003094337647780776,0.007202346343547106,0.9526865482330322,0.0035993033088743687,0.0070014214143157005
8,12,5438,5459,0.02285260334610939,0.12142777442932129,0.01586483232676983,0.010977095924317837,0.7554246187210083,0.011779101565480232,0.06167396530508995
9,13,5467,5483,0.017935870215296745,0.02410663664340973,0.005856197327375412,0.0024984274059534073,0.8625022172927856,0.003554791444912553,0.08354580402374268
10,14,5849,5862,0.01883011683821678,0.0319657102227211,0.008904575370252132,0.0033507300540804863,0.9195253252983093,0.0037373267114162445,0.01368618756532669
11,15,5973,5991,0.02566259354352951,0.020165996626019478,0.00445169024169445,0.005694403313100338,0.9337917566299438,0.0036157085560262203,0.00661783991381526
12,16,5997,6007,0.009173283353447914,0.013652882538735867,0.0023461945820599794,0.007961169816553593,0.9363247156143188,0.008629180490970612,0.02191251516342163
13,17,6025,6037,0.028588825836777687,0.051927343010902405,0.011350254528224468,0.011092006228864193,0.8782724738121033,0.016108570620417595,0.0026605064049363136
14,18,6331,6350,0.025554189458489418,0.04253271594643593,0.009545712731778622,0.005332166329026222,0.8452599048614502,0.014018162153661251,0.057757116854190826
15,19,6355,6383,0.02634778805077076,0.05634643882513046,0.009236017242074013,0.010926302522420883,0.8845901489257812,0.008282886818051338,0.004270446952432394
16,20,6787,6807,0.17322957515716553,0.17747794091701508,0.014166083186864853,0.00864813569933176,0.6049887537956238,0.014012922532856464,0.007476540748029947
17,22,7760,7773,0.005106889642775059,0.006105458829551935,0.004316168837249279,0.014900540933012962,0.9337846636772156,0.010524755343794823,0.025261398404836655
18,23,7945,7956,0.04443826153874397,0.10859492421150208,0.04453836381435394,0.013452986255288124,0.7608455419540405,0.015748510137200356,0.012381445616483688
19,24,8217,8237,0.010613658465445042,0.011250490322709084,0.0050780922174453735,0.014099356718361378,0.9128389358520508,0.01997569017112255,0.026143794879317284
20,25,8245,8288,0.013885285705327988,0.019428089261054993,0.0028537255711853504,0.004848708398640156,0.7699660658836365,0.010165355168282986,0.17885281145572662
