,segment_id,start,end,anger,disgust,fear,joy,neutral,sadness,surprise
0,0,806,823,0.5185245275497437,0.2885356545448303,0.03729705512523651,0.01889711618423462,0.08131676912307739,0.016419995576143265,0.039008911699056625
1,1,1072,1087,0.025452405214309692,0.03843993321061134,0.03554174676537514,0.006311500445008278,0.8382626175880432,0.015008904039859772,0.04098299518227577
2,2,1179,1191,0.007375522516667843,0.008545082062482834,0.0014617774868384004,0.0035653929226100445,0.9590540528297424,0.004772390704602003,0.015225782059133053
3,3,1205,1216,0.0554983913898468,0.058807406574487686,0.008390182629227638,0.04053894057869911,0.8070468306541443,0.006021613720804453,0.023696547374129295
4,4,1222,1244,0.04324520751833916,0.0756034106016159,0.0184666495770216,0.00943451002240181,0.8225740790367126,0.01550594437867403,0.01517012994736433
5,5,1500,1511,0.10951782017946243,0.07312538474798203,0.12512777745723724,0.048406459391117096,0.5933613181114197,0.02139982581138611,0.029061391949653625
6,6,1512,1532,0.009783358313143253,0.015848103910684586,0.0013626336585730314,0.004959321580827236,0.9225696921348572,0.00505826435983181,0.04041869193315506
7,7,1541,1561,0.018743494525551796,0.04686018079519272,0.01705457828938961,0.0024948271457105875,0.8325427174568176,0.006443789694458246,0.07586044073104858
8,8,1567,1584,0.03480815514922142,0.07846308499574661,0.0112611074000597,0.00637574540451169,0.8350785374641418,0.013919899240136147,0.020093504339456558
9,9,1586,1604,0.053588271141052246,0.39419177174568176,0.0063428427092731,0.018885955214500427,0.4936329126358032,0.008360190317034721,0.024998050183057785
10,10,1629,1644,0.01181796658784151,0.07495826482772827,0.003529507201164961,0.019698671996593475,0.8768650889396667,0.005713490303605795,0.007416998967528343
11,11,1755,1768,0.02121427282691002,0.019055331125855446,0.003435361199080944,0.49545809626579285,0.35794490575790405,0.015034790150821209,0.08785728365182877
12,12,1786,1797,0.008916094899177551,0.049275610595941544,0.004272704944014549,0.003319570329040289,0.8926160931587219,0.006177510134875774,0.035422470420598984
13,13,2070,2090,0.05712547153234482,0.22659191489219666,0.27238035202026367,0.04459443688392639,0.3318244516849518,0.05689729377627373,0.010586091317236423
14,14,2271,2282,0.006326451897621155,0.011547098867595196,0.0022791437804698944,0.01668504811823368,0.952980637550354,0.0023731528781354427,0.007808431517332792
15,15,2302,2316,0.032437585294246674,0.2856428921222687,0.03471171110868454,0.013580064289271832,0.5633084774017334,0.04812272638082504,0.022196538746356964
16,16,2552,2566,0.0029930979944765568,0.0030247201211750507,0.004041742533445358,0.007441861089318991,0.952085018157959,0.004695707466453314,0.02571779675781727
17,17,2593,2626,0.04677907004952431,0.2562612295150757,0.041160184890031815,0.0050435662269592285,0.5481076240539551,0.07722201943397522,0.025426266714930534
18,19,2669,2724,0.05826311931014061,0.1778208613395691,0.04984019324183464,0.006974394433200359,0.5744919776916504,0.08169478923082352,0.050914645195007324
19,20,2727,2738,0.06848704814910889,0.45618385076522827,0.09864501655101776,0.006791993509978056,0.23943310976028442,0.12393098324537277,0.006527910009026527
20,21,3139,3160,0.20973339676856995,0.28023648262023926,0.025143498554825783,0.011020206846296787,0.4073930084705353,0.050033219158649445,0.01644023321568966
21,22,4085,4097,0.014258344657719135,0.016611943021416664,0.0037842809688299894,0.006162505596876144,0.7515520453453064,0.014310194179415703,0.19332078099250793
22,24,4135,4147,0.010336884297430515,0.006396685726940632,0.0455181784927845,0.005114645231515169,0.9058489799499512,0.016727257519960403,0.010057326406240463
23,25,4218,4236,0.03856451064348221,0.01938294619321823,0.05324844643473625,0.034335825592279434,0.7768363952636719,0.019991284236311913,0.05764063447713852
24,26,4278,4296,0.031775496900081635,0.04923088476061821,0.023182876408100128,0.004174110479652882,0.15861742198467255,0.008620156906545162,0.7243990898132324
25,27,4701,4711,0.01350490190088749,0.01987292245030403,0.004588022828102112,0.26617246866226196,0.6755517721176147,0.007627734448760748,0.012682151049375534
26,28,5312,5324,0.027508074417710304,0.044910404831171036,0.010529691353440285,0.0062947659753263,0.8529623746871948,0.011559971608221531,0.04623468592762947
27,29,5583,5600,0.013002103194594383,0.03916586935520172,0.002100901445373893,0.7075244188308716,0.21015173196792603,0.00900336354970932,0.01905171014368534
28,30,5728,5740,0.12340643256902695,0.07573273777961731,0.019970888271927834,0.06075015664100647,0.6927814483642578,0.025652050971984863,0.0017063060076907277
29,31,6206,6217,0.005461336579173803,0.005238751880824566,0.002377927303314209,0.02280128188431263,0.832064151763916,0.023203877732157707,0.10885263234376907
30,32,6463,6474,0.019269894808530807,0.0289488323032856,0.002080577425658703,0.8002213835716248,0.0431453175842762,0.0056170132011175156,0.10071711987257004
31,34,6956,6972,0.14694295823574066,0.061232857406139374,0.005754394456744194,0.095575250685215,0.047914981842041016,0.017595496028661728,0.6249840259552002
32,36,7230,7240,0.04794660955667496,0.08449039608240128,0.00421935087069869,0.004916023463010788,0.8429046273231506,0.0033897957764565945,0.012133167125284672
33,37,7255,7268,0.009804535657167435,0.02149992249906063,0.00542688462883234,0.0022930395789444447,0.9428916573524475,0.00567295216023922,0.01241099089384079
34,38,7269,7289,0.039329297840595245,0.043804969638586044,0.006480932701379061,0.0034057663287967443,0.8124330639839172,0.007301983889192343,0.08724400401115417
35,39,7292,7310,0.004897104110568762,0.00394062465056777,0.002914011012762785,0.004426715895533562,0.8989903926849365,0.006274913903325796,0.07855631411075592
36,40,7493,7503,0.007477449253201485,0.06711709499359131,0.0032908387947827578,0.00430162250995636,0.8865078687667847,0.00928724929690361,0.02201785519719124
37,41,7521,7533,0.12824226915836334,0.6937944889068604,0.02198278158903122,0.00230210879817605,0.12900687754154205,0.019199194386601448,0.005472221411764622
38,42,7538,7558,0.015743877738714218,0.02372247725725174,0.003211204195395112,0.0038392820861190557,0.9131247997283936,0.012494261376559734,0.027864165604114532
39,43,7597,7609,0.012521844357252121,0.010090291500091553,0.005046074278652668,0.010579830035567284,0.9462085366249084,0.007004070095717907,0.008549283258616924
